id,name,status,species,type,gender,origin,location,image,episode,url,created
271,Principal Vagina,Alive,Cronenberg,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/271.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/5', 'https://rickandmortyapi.com/api/episode/6']",https://rickandmortyapi.com/api/character/271,2017-12-31T14:08:43.602Z
272,Principal Vagina,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/272.jpeg,"['https://rickandmortyapi.com/api/episode/9', 'https://rickandmortyapi.com/api/episode/16', 'https://rickandmortyapi.com/api/episode/18', 'https://rickandmortyapi.com/api/episode/24', 'https://rickandmortyapi.com/api/episode/27', 'https://rickandmortyapi.com/api/episode/29']",https://rickandmortyapi.com/api/character/272,2017-12-31T14:09:09.071Z
273,Purge Planet Ruler,Dead,Alien,Cat-Person,Male,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}","{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",https://rickandmortyapi.com/api/character/avatar/273.jpeg,['https://rickandmortyapi.com/api/episode/20'],https://rickandmortyapi.com/api/character/273,2017-12-31T14:13:54.909Z
274,Quantum Rick,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/274.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/274,2017-12-31T14:15:28.051Z
275,Randy Dicknose,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/275.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/275,2017-12-31T14:16:45.776Z
276,Rat Boss,Dead,Animal,Rat,unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/276.jpeg,['https://rickandmortyapi.com/api/episode/24'],https://rickandmortyapi.com/api/character/276,2017-12-31T14:17:21.782Z
277,Real Fake Doors Salesman,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/277.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/277,2017-12-31T14:18:30.570Z
278,Regional Manager Rick,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/278.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/278,2017-12-31T14:19:36.487Z
279,Regular Legs,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/279.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/279,2017-12-31T14:20:31.936Z
280,Reverse Giraffe,Dead,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/280.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/280,2017-12-31T14:22:46.285Z
281,Reverse Rick Outrage,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/281.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/281,2017-12-31T14:23:53.056Z
282,Revolio Clockberg Jr.,unknown,Alien,Gear-Person,Male,"{'name': 'Gear World', 'url': 'https://rickandmortyapi.com/api/location/57'}","{'name': 'Gear World', 'url': 'https://rickandmortyapi.com/api/location/57'}",https://rickandmortyapi.com/api/character/avatar/282.jpeg,"['https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/25']",https://rickandmortyapi.com/api/character/282,2017-12-31T19:21:17.351Z
283,Rick D. Sanchez III,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/283.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/283,2017-12-31T19:23:53.188Z
284,Rick Guilt Rick,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/284.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/284,2017-12-31T19:25:18.205Z
285,Rick Prime,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/285.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/285,2017-12-31T19:45:46.470Z
286,Rick D-99,Dead,Human,,Male,"{'name': 'Earth (D-99)', 'url': 'https://rickandmortyapi.com/api/location/58'}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/286.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/286,2017-12-31T19:49:55.181Z
287,Rick D716,Dead,Human,,Male,"{'name': 'Earth (D716)', 'url': 'https://rickandmortyapi.com/api/location/59'}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/287.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/287,2017-12-31T19:51:33.244Z
288,Rick D716-B,Alive,Human,,Male,"{'name': 'Earth (D716-B)', 'url': 'https://rickandmortyapi.com/api/location/60'}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/288.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/288,2017-12-31T19:55:25.101Z
289,Rick D716-C,Alive,Human,,Male,"{'name': 'Earth (D716-C)', 'url': 'https://rickandmortyapi.com/api/location/61'}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/289.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/289,2017-12-31T19:57:36.546Z
290,Rick Sanchez,Dead,Human,,Male,"{'name': ""Earth (Evil Rick's Target Dimension)"", 'url': 'https://rickandmortyapi.com/api/location/34'}","{'name': ""Earth (Evil Rick's Target Dimension)"", 'url': 'https://rickandmortyapi.com/api/location/34'}",https://rickandmortyapi.com/api/character/avatar/290.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/290,2017-12-31T20:15:25.716Z
291,Rick J-22,Alive,Human,,Male,"{'name': 'Earth (J-22)', 'url': 'https://rickandmortyapi.com/api/location/62'}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/291.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/291,2017-12-31T20:16:52.337Z
292,Rick K-22,Alive,Human,,Male,"{'name': 'Earth (K-22)', 'url': 'https://rickandmortyapi.com/api/location/52'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/292.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/292,2017-12-31T20:20:40.484Z
293,Rick Sanchez,Dead,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/293.jpeg,['https://rickandmortyapi.com/api/episode/6'],https://rickandmortyapi.com/api/character/293,2017-12-31T20:22:29.032Z
294,Ricktiminus Sancheziminius,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/294.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/294,2017-12-31T20:24:30.396Z
295,Riq IV,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/295.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/295,2017-12-31T20:25:28.554Z
296,Risotto Groupon,Dead,Alien,Blue ape alien,Male,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}","{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/296.jpeg,['https://rickandmortyapi.com/api/episode/26'],https://rickandmortyapi.com/api/character/296,2017-12-31T20:32:33.361Z
297,Risotto's Tentacled Henchman,Dead,Alien,Tentacle alien,Male,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}","{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/297.jpeg,['https://rickandmortyapi.com/api/episode/26'],https://rickandmortyapi.com/api/character/297,2017-12-31T20:34:58.394Z
298,Robot Morty,unknown,Robot,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/298.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/298,2017-12-31T20:37:30.747Z
299,Robot Rick,unknown,Robot,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/299.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/299,2017-12-31T20:38:17.990Z
300,Roger,Dead,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/300.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/300,2017-12-31T20:39:35.047Z
